location,temp_c,humidity,pressure_mb,windspeed_kph,pm2_5,pm10,co,no2,hour,day,month,day_of_week,aqi_index
Rohini,37.4,13,982.2,7.8,26.3,121.1,268,3.8,13,4,6,2,176
Rohini,37.7,12,981.1,9.1,26.0,135.5,273,4.3,14,4,6,2,173
Rohini,37.5,13,980.3,8.6,26.6,152.3,255,4.9,15,4,6,2,168
Rohini,37.0,14,980.0,7.4,28.2,166.7,252,6.5,16,4,6,2,162
Rohini,36.2,15,979.9,7.6,27.9,161.6,324,11.1,17,4,6,2,169
Rohini,33.8,18,980.4,3.7,34.5,153.7,513,21.9,18,4,6,2,176
Rohini,31.5,23,980.7,3.1,47.0,171.4,778,36.8,19,4,6,2,171
Rohini,30.3,26,981.2,1.3,57.7,184.9,1055,47.9,20,4,6,2,157
Rohini,29.9,37,981.4,0.7,65.0,205.4,1391,51.7,21,4,6,2,134
Rohini,29.1,28,981.6,0.5,69.8,221.2,1741,51.8,22,4,6,2,129
Rohini,28.1,27,981.8,6.2,73.6,235.6,1900,50.2,23,4,6,2,129
IGI Airport,24.3,33,979.9,5.0,79.9,482.4,589,39.5,0,4,6,2,1055
IGI Airport,24.1,33,979.3,2.7,71.5,402.3,535,35.7,1,4,6,2,1022
IGI Airport,23.4,33,979.1,2.5,66.4,342.7,504,31.8,2,4,6,2,975
IGI Airport,22.3,34,979.0,5.7,72.4,420.0,491,27.6,3,4,6,2,931
IGI Airport,21.2,36,979.0,5.5,88.0,609.1,501,23.4,4,4,6,2,897
IGI Airport,20.6,38,979.1,5.0,75.2,383.7,572,31.7,5,4,6,2,874
IGI Airport,20.4,42,980.1,5.6,97.8,676.1,792,32.8,6,4,6,2,849
IGI Airport,22.3,38,980.9,7.1,128.1,925.7,1073,33.9,7,4,6,2,833
IGI Airport,26.0,32,981.7,4.5,145.8,998.4,1192,32.2,8,4,6,2,821
IGI Airport,30.0,24,982.6,6.2,99.7,698.5,992,24.8,9,4,6,2,813
IGI Airport,33.0,19,982.8,7.3,68.7,514.1,629,14.5,10,4,6,2,797
IGI Airport,35.2,16,982.6,7.8,57.6,442.4,352,6.7,11,4,6,2,780
IGI Airport,36.5,14,981.8,7.4,56.1,450.8,267,3.8,12,4,6,2,763
IGI Airport,37.4,13,980.8,7.9,58.3,499.2,267,3.5,13,4,6,2,741
IGI Airport,37.7,12,979.7,9.5,60.8,553.2,282,4.2,14,4,6,2,714
IGI Airport,37.5,13,978.9,10.8,62.2,590.5,274,3.8,15,4,6,2,684
IGI Airport,36.8,14,978.6,10.0,59.6,571.8,280,4.4,16,4,6,2,649
IGI Airport,36.2,15,978.5,6.9,67.1,663.1,347,10.7,17,4,6,2,611
IGI Airport,34.5,17,979.1,6.5,62.4,468.5,502,25.1,18,4,6,2,584
IGI Airport,32.3,20,979.4,5.3,66.6,392.1,717,44.9,19,4,6,2,540
IGI Airport,30.9,23,979.8,5.1,70.5,352.0,955,58.6,20,4,6,2,502
IGI Airport,30.8,25,980.0,1.7,86.1,517.8,1255,60.8,21,4,6,2,471
IGI Airport,30.1,26,980.3,1.6,91.7,560.7,1578,57.0,22,4,6,2,453
IGI Airport,29.4,26,980.3,3.6,87.3,497.3,1771,52.0,23,4,6,2,443
Anand Vihar,27.5,29,983.4,4.2,74.7,250.5,2027,46.9,0,4,7,4,129
Anand Vihar,27.0,35,982.8,1.3,75.0,253.3,1574,42.0,1,4,7,4,130
Anand Vihar,26.1,36,982.5,2.3,72.6,230.5,1187,38.4,2,4,7,4,132
Anand Vihar,25.2,35,982.5,4.1,72.4,225.4,944,37.2,3,4,7,4,134
Anand Vihar,24.8,35,983.0,4.8,72.2,213.3,767,37.1,4,4,7,4,135
Anand Vihar,24.4,35,983.7,4.7,65.9,228.2,726,32.0,5,4,7,4,137
Anand Vihar,23.8,45,985.2,5.4,65.2,213.7,955,34.2,6,4,7,4,138
Anand Vihar,25.3,41,985.8,5.7,67.8,199.3,1321,36.9,7,4,7,4,139
Anand Vihar,28.3,35,986.5,2.9,66.4,189.5,1492,36.2,8,4,7,4,140
Anand Vihar,32.0,29,987.3,2.7,60.8,196.0,1261,28.9,9,4,7,4,141
Anand Vihar,35.1,22,987.4,3.2,54.7,211.4,835,18.2,10,4,7,4,143
Anand Vihar,37.1,17,986.9,3.2,52.0,255.2,510,10.0,11,4,7,4,145
Anand Vihar,38.3,15,986.3,3.1,53.6,304.5,410,6.6,12,4,7,4,148
Anand Vihar,39.0,14,985.2,3.5,55.5,340.9,411,5.6,13,4,7,4,150
Anand Vihar,39.3,13,984.0,3.7,57.4,353.0,430,6.0,14,4,7,4,151
Anand Vihar,39.5,13,983.3,4.9,56.0,334.3,441,7.1,15,4,7,4,180
Anand Vihar,39.5,13,982.9,7.0,51.6,282.2,471,9.6,16,4,7,4,202
Anand Vihar,38.8,14,982.9,8.9,42.0,195.1,522,15.7,17,4,7,4,211
Anand Vihar,36.7,16,983.8,9.1,43.9,155.5,613,25.9,18,4,7,4,215
Anand Vihar,34.8,18,984.3,6.6,48.3,109.7,725,40.1,19,4,7,4,213
Anand Vihar,33.8,19,984.9,8.4,54.0,98.5,796,50.8,20,4,7,4,206
Anand Vihar,32.2,23,985.6,9.4,64.7,129.9,796,55.2,21,4,7,4,190
Anand Vihar,31.0,26,985.7,7.0,73.1,156.0,756,56.1,22,4,7,4,161
Anand Vihar,30.0,28,985.7,6.2,77.3,157.4,708,54.9,23,4,7,4,153
Connaught Place,28.3,26,982.0,4.1,74.7,250.5,1899,46.9,0,4,7,4,129
Connaught Place,27.8,28,981.6,1.8,75.0,253.3,1644,42.0,1,4,7,4,130
Connaught Place,27.1,29,981.1,2.9,72.6,230.5,1380,38.4,2,4,7,4,132
Connaught Place,26.3,31,981.2,3.8,72.4,225.4,1113,37.2,3,4,7,4,134
Connaught Place,25.5,33,981.7,3.8,72.2,213.3,838,37.1,4,4,7,4,135
Connaught Place,24.8,34,982.2,4.5,65.9,228.2,709,32.0,5,4,7,4,137
Connaught Place,24.4,41,983.7,5.5,65.2,213.7,884,34.2,6,4,7,4,138
Connaught Place,26.4,36,984.5,7.0,67.8,199.3,1205,36.9,7,4,7,4,139
Connaught Place,29.3,31,985.0,4.0,66.4,189.5,1356,36.2,8,4,7,4,140
Connaught Place,33.0,25,986.0,3.7,60.8,196.0,1142,28.9,9,4,7,4,141
Connaught Place,36.0,18,985.9,4.5,54.7,211.4,757,18.2,10,4,7,4,143
Connaught Place,37.6,15,985.5,4.3,52.0,255.2,467,10.0,11,4,7,4,145
Connaught Place,38.8,14,984.9,4.3,53.6,304.5,386,6.6,12,4,7,4,148
Connaught Place,39.5,13,983.7,4.3,55.5,340.9,399,5.6,13,4,7,4,150
Connaught Place,40.0,13,982.5,4.5,57.4,353.0,427,6.0,14,4,7,4,151
Connaught Place,40.2,12,981.6,4.1,56.0,334.3,452,7.1,15,4,7,4,180
Connaught Place,40.1,12,981.3,4.2,51.6,282.2,493,9.6,16,4,7,4,202
Connaught Place,39.2,13,981.6,8.0,42.0,195.1,526,15.7,17,4,7,4,211
Connaught Place,37.2,15,982.4,9.4,43.9,155.5,537,25.9,18,4,7,4,215
Connaught Place,35.3,17,982.9,7.9,48.3,109.7,541,40.1,19,4,7,4,213
Connaught Place,33.9,19,983.5,6.5,54.0,98.5,558,50.8,20,4,7,4,206
Connaught Place,32.7,22,984.3,8.3,64.7,129.9,610,55.2,21,4,7,4,190
Connaught Place,31.3,25,984.4,6.1,73.1,156.0,676,56.1,22,4,7,4,161
Connaught Place,30.2,27,984.3,5.6,77.3,157.4,710,54.9,23,4,7,4,153
Dwarka,28.1,25,982.6,5.9,75.4,359.5,1481,46.6,0,4,7,4,437
Dwarka,27.1,29,982.1,4.4,68.7,283.1,1500,40.1,1,4,7,4,432
Dwarka,26.0,30,981.6,4.7,66.6,244.0,1467,34.9,2,4,7,4,427
Dwarka,24.9,31,981.8,5.1,69.2,231.0,1350,31.8,3,4,7,4,423
Dwarka,24.1,32,982.2,5.6,70.8,216.1,1182,30.1,4,4,7,4,415
Dwarka,23.8,32,982.7,5.6,65.9,203.5,1053,29.0,5,4,7,4,398
Dwarka,24.7,37,984.3,7.5,68.0,190.0,1028,30.8,6,4,7,4,389
Dwarka,26.8,33,985.0,8.4,83.4,339.9,1043,33.0,7,4,7,4,364
Dwarka,30.0,28,985.6,4.6,96.4,478.7,996,31.9,8,4,7,4,333
Dwarka,33.7,23,986.5,4.4,96.4,610.9,810,24.5,9,4,7,4,306
Dwarka,36.4,17,986.4,5.6,107.3,873.6,562,13.9,10,4,7,4,302
Dwarka,38.0,14,986.0,4.9,117.8,1095.2,376,5.9,11,4,7,4,320
Dwarka,39.0,13,985.3,4.1,122.9,1195.8,313,3.1,12,4,7,4,354
Dwarka,39.7,13,984.2,2.4,119.7,1173.5,313,3.0,13,4,7,4,393
Dwarka,40.2,12,983.1,0.6,107.1,1039.4,320,3.9,14,4,7,4,423
Dwarka,40.3,12,982.2,2.1,91.0,849.4,303,5.1,15,4,7,4,443
Dwarka,40.0,12,982.0,7.3,78.5,687.3,294,7.4,16,4,7,4,454
Dwarka,38.5,14,982.2,12.9,73.8,644.5,326,11.6,17,4,7,4,458
Dwarka,36.5,17,983.0,9.4,81.0,588.6,443,20.0,18,4,7,4,458
Dwarka,34.2,19,983.5,5.1,115.3,897.8,602,31.6,19,4,7,4,463
Dwarka,33.2,20,984.1,4.9,136.4,1076.6,709,39.5,20,4,7,4,484
Dwarka,32.8,21,984.9,7.2,139.7,1065.4,712,40.5,21,4,7,4,514
Dwarka,31.5,24,984.9,6.8,134.6,983.5,663,37.8,22,4,7,4,537
Dwarka,30.6,26,984.8,7.2,122.5,828.9,622,34.7,23,4,7,4,554
Okhla Phase III,27.2,28,980.7,5.2,75.4,359.5,1930,46.6,0,4,7,4,437
Okhla Phase III,26.2,34,980.1,2.4,68.7,283.1,1555,40.1,1,4,7,4,432
Okhla Phase III,25.2,37,979.7,2.3,66.6,244.0,1220,34.9,2,4,7,4,427
Okhla Phase III,24.2,37,979.8,3.3,69.2,231.0,971,31.8,3,4,7,4,423
Okhla Phase III,23.8,35,980.4,4.7,70.8,216.1,762,30.1,4,4,7,4,415
Okhla Phase III,23.4,34,980.9,4.8,65.9,203.5,677,29.0,5,4,7,4,398
Okhla Phase III,23.0,44,982.5,4.9,68.0,190.0,837,30.8,6,4,7,4,389
Okhla Phase III,24.6,41,983.1,5.2,83.4,339.9,1121,33.0,7,4,7,4,364
Okhla Phase III,27.9,36,983.6,2.3,96.4,478.7,1250,31.9,8,4,7,4,333
Okhla Phase III,31.7,29,984.7,2.4,96.4,610.9,1048,24.5,9,4,7,4,306
Okhla Phase III,34.9,22,984.6,3.5,107.3,873.6,691,13.9,10,4,7,4,302
Okhla Phase III,37.0,17,984.3,3.4,117.8,1095.2,423,5.9,11,4,7,4,320
Okhla Phase III,38.2,15,983.6,2.4,122.9,1195.8,349,3.1,12,4,7,4,354
Okhla Phase III,38.9,14,982.5,1.6,119.7,1173.5,363,3.0,13,4,7,4,393
Okhla Phase III,39.2,14,981.5,2.6,107.1,1039.4,394,3.9,14,4,7,4,423
Okhla Phase III,39.2,14,980.7,2.3,91.0,849.4,377,5.1,15,4,7,4,443
Okhla Phase III,38.9,13,980.5,0.2,78.5,687.3,377,7.4,16,4,7,4,454
Okhla Phase III,38.5,14,980.3,4.4,73.8,644.5,519,11.6,17,4,7,4,458
Okhla Phase III,35.7,22,980.9,4.3,81.0,588.6,991,20.0,18,4,7,4,458
Okhla Phase III,34.6,19,981.6,7.4,115.3,897.8,1606,31.6,19,4,7,4,463
Okhla Phase III,33.0,28,982.1,2.2,136.4,1076.6,1926,39.5,20,4,7,4,484
Okhla Phase III,31.1,28,982.9,4.6,139.7,1065.4,1664,40.5,21,4,7,4,514
Okhla Phase III,30.2,34,983.1,2.2,134.6,983.5,1107,37.8,22,4,7,4,537
Okhla Phase III,29.1,30,983.0,5.0,122.5,828.9,677,34.7,23,4,7,4,554
Rohini,27.0,28,981.5,5.1,74.7,250.5,1704,46.9,0,4,7,4,129
Rohini,26.4,29,980.9,4.6,75.0,253.3,1319,42.0,1,4,7,4,130
Rohini,26.2,30,980.5,4.5,72.6,230.5,1038,38.4,2,4,7,4,132
Rohini,25.7,31,980.7,3.1,72.4,225.4,997,37.2,3,4,7,4,134
Rohini,24.6,32,981.2,5.2,72.2,213.3,1061,37.1,4,4,7,4,135
Rohini,24.1,33,981.6,4.3,65.9,228.2,1111,32.0,5,4,7,4,137
Rohini,24.4,40,983.2,5.5,65.2,213.7,1127,34.2,6,4,7,4,138
Rohini,26.5,35,983.9,8.0,67.8,199.3,1129,36.9,7,4,7,4,139
Rohini,29.6,30,984.6,4.2,66.4,189.5,1068,36.2,8,4,7,4,140
Rohini,33.5,23,985.5,3.6,60.8,196.0,882,28.9,9,4,7,4,141
Rohini,36.4,17,985.4,5.0,54.7,211.4,633,18.2,10,4,7,4,143
Rohini,38.0,14,985.0,4.4,52.0,255.2,447,10.0,11,4,7,4,145
Rohini,39.0,13,984.3,3.1,53.6,304.5,389,6.6,12,4,7,4,148
Rohini,39.8,12,983.1,2.2,55.5,340.9,395,5.6,13,4,7,4,150
Rohini,40.1,12,982.0,3.8,57.4,353.0,403,6.0,14,4,7,4,151
Rohini,40.1,12,981.3,7.2,56.0,334.3,387,7.1,15,4,7,4,180
Rohini,39.4,13,981.2,10.1,51.6,282.2,373,9.6,16,4,7,4,202
Rohini,38.3,14,981.4,10.3,42.0,195.1,380,15.7,17,4,7,4,211
Rohini,35.9,18,982.1,9.2,43.9,155.5,427,25.9,18,4,7,4,215
Rohini,34.3,19,982.4,11.6,48.3,109.7,495,40.1,19,4,7,4,213
Rohini,33.3,20,983.0,11.8,54.0,98.5,548,50.8,20,4,7,4,206
Rohini,31.8,23,983.8,10.0,64.7,129.9,573,55.2,21,4,7,4,190
Rohini,30.6,26,983.9,9.0,73.1,156.0,584,56.1,22,4,7,4,161
Rohini,29.8,28,983.7,8.7,77.3,157.4,585,54.9,23,4,7,4,153
IGI Airport,28.1,25,980.1,5.9,75.4,359.5,1751,46.6,0,4,7,4,437
IGI Airport,27.1,29,979.5,4.4,68.7,283.1,1602,40.1,1,4,7,4,432
IGI Airport,26.0,30,979.0,4.7,66.6,244.0,1422,34.9,2,4,7,4,427
IGI Airport,24.9,31,979.2,5.1,69.2,231.0,1198,31.8,3,4,7,4,423
IGI Airport,24.1,32,979.6,5.6,70.8,216.1,944,30.1,4,4,7,4,415
IGI Airport,23.8,32,980.1,5.6,65.9,203.5,802,29.0,5,4,7,4,398
IGI Airport,24.7,37,981.7,7.5,68.0,190.0,899,30.8,6,4,7,4,389
IGI Airport,26.8,33,982.4,8.4,83.4,339.9,1107,33.0,7,4,7,4,364
IGI Airport,30.0,28,983.1,4.6,96.4,478.7,1186,31.9,8,4,7,4,333
IGI Airport,33.7,23,984.0,4.4,96.4,610.9,985,24.5,9,4,7,4,306
IGI Airport,36.4,17,983.9,5.6,107.3,873.6,656,13.9,10,4,7,4,302
IGI Airport,38.0,14,983.5,4.9,117.8,1095.2,412,5.9,11,4,7,4,320
IGI Airport,39.0,13,982.8,4.1,122.9,1195.8,353,3.1,12,4,7,4,354
IGI Airport,39.7,13,981.7,2.4,119.7,1173.5,380,3.0,13,4,7,4,393
IGI Airport,40.2,12,980.6,0.6,107.1,1039.4,406,3.9,14,4,7,4,423
IGI Airport,40.3,12,979.7,2.1,91.0,849.4,398,5.1,15,4,7,4,443
IGI Airport,40.0,12,979.5,7.3,78.5,687.3,391,7.4,16,4,7,4,454
IGI Airport,38.5,14,979.8,12.9,73.8,644.5,400,11.6,17,4,7,4,458
IGI Airport,36.5,17,980.5,9.4,81.0,588.6,438,20.0,18,4,7,4,458
IGI Airport,34.2,19,981.0,5.1,115.3,897.8,494,31.6,19,4,7,4,463
IGI Airport,33.2,20,981.6,4.9,136.4,1076.6,546,39.5,20,4,7,4,484
IGI Airport,32.8,21,982.3,7.2,139.7,1065.4,595,40.5,21,4,7,4,514
IGI Airport,31.5,24,982.4,6.8,134.6,983.5,641,37.8,22,4,7,4,537
IGI Airport,30.6,26,982.3,7.2,122.5,828.9,667,34.7,23,4,7,4,554
Anand Vihar,28.5,31,985.3,4.6,77.3,153.7,650,51.2,0,4,8,0,153
Anand Vihar,27.6,34,984.8,4.2,78.2,176.5,585,45.4,1,4,8,0,153
Anand Vihar,26.8,35,984.7,4.0,77.5,197.0,548,40.0,2,4,8,0,153
Anand Vihar,26.0,35,984.9,4.7,75.0,206.3,553,35.7,3,4,8,0,153
Anand Vihar,25.6,34,985.2,5.9,70.3,198.4,587,31.8,4,4,8,0,153
Anand Vihar,25.1,34,985.8,6.8,67.8,318.5,651,17.3,5,4,8,0,153
Anand Vihar,25.0,36,987.5,7.9,65.7,295.2,790,19.7,6,4,8,0,153
Anand Vihar,26.4,34,988.4,8.8,67.3,282.2,959,22.9,7,4,8,0,153
Anand Vihar,29.0,29,989.3,7.6,69.4,288.7,1028,23.7,8,4,8,0,153
Anand Vihar,32.0,24,990.1,8.5,75.0,339.0,906,20.0,9,4,8,0,154
Anand Vihar,34.8,20,990.2,9.1,80.8,393.9,684,14.0,10,4,8,0,154
Anand Vihar,37.0,17,989.7,9.2,81.0,428.4,508,9.2,11,4,8,0,154
Anand Vihar,38.5,15,988.9,8.2,75.4,433.1,432,6.7,12,4,8,0,155
Anand Vihar,39.3,14,987.8,6.6,71.0,426.5,402,5.3,13,4,8,0,156
Anand Vihar,39.8,13,986.4,5.2,69.8,434.0,395,5.5,14,4,8,0,159
Anand Vihar,39.8,13,985.3,3.8,70.5,448.9,393,7.4,15,4,8,0,182
Anand Vihar,39.5,13,984.9,3.1,72.4,468.5,414,10.8,16,4,8,0,201
Anand Vihar,38.9,13,984.6,2.7,48.1,224.9,497,14.9,17,4,8,0,207
Anand Vihar,36.4,20,985.0,3.3,51.9,211.4,712,22.2,18,4,8,0,209
Anand Vihar,35.5,17,985.2,8.6,59.6,210.9,988,32.1,19,4,8,0,206
Anand Vihar,33.3,26,985.8,4.2,65.7,234.7,1147,38.6,20,4,8,0,197
Anand Vihar,32.8,34,986.4,1.0,69.8,262.6,1084,38.5,21,4,8,0,173
Anand Vihar,30.9,28,986.4,4.3,75.0,299.9,904,34.9,22,4,8,0,167
Anand Vihar,29.6,30,986.4,4.6,78.9,328.8,742,31.0,23,4,8,0,170
Connaught Place,29.1,29,983.9,5.0,77.3,153.7,680,51.2,0,4,8,0,153
Connaught Place,28.2,33,983.5,4.1,78.2,176.5,619,45.4,1,4,8,0,153
Connaught Place,27.4,34,983.2,4.3,77.5,197.0,580,40.0,2,4,8,0,153
Connaught Place,26.8,33,983.4,5.4,75.0,206.3,577,35.7,3,4,8,0,153
Connaught Place,26.2,33,983.8,6.0,70.3,198.4,595,31.8,4,4,8,0,153
Connaught Place,25.6,32,984.3,6.5,67.8,318.5,650,17.3,5,4,8,0,153
Connaught Place,26.0,34,986.0,8.3,65.7,295.2,791,19.7,6,4,8,0,153
Connaught Place,27.3,31,986.9,8.8,67.3,282.2,967,22.9,7,4,8,0,153
Connaught Place,29.5,27,987.9,8.4,69.4,288.7,1043,23.7,8,4,8,0,153
Connaught Place,32.3,22,988.6,9.6,75.0,339.0,924,20.0,9,4,8,0,154
Connaught Place,35.0,19,988.7,9.5,80.8,393.9,705,14.0,10,4,8,0,154
Connaught Place,37.2,16,988.3,9.6,81.0,428.4,527,9.2,11,4,8,0,154
Connaught Place,38.7,14,987.5,8.8,75.4,433.1,444,6.7,12,4,8,0,155
Connaught Place,39.6,13,986.4,6.8,71.0,426.5,403,5.3,13,4,8,0,156
Connaught Place,40.1,13,985.1,5.6,69.8,434.0,387,5.5,14,4,8,0,159
Connaught Place,40.2,12,983.9,5.8,70.5,448.9,385,7.4,15,4,8,0,182
Connaught Place,39.9,12,983.5,6.7,72.4,468.5,409,10.8,16,4,8,0,201
Connaught Place,39.3,13,983.1,6.2,48.1,224.9,477,14.9,17,4,8,0,207
Connaught Place,37.2,15,983.6,3.6,51.9,211.4,636,22.2,18,4,8,0,209
Connaught Place,36.0,16,983.9,5.3,59.6,210.9,839,32.1,19,4,8,0,206
Connaught Place,34.0,22,984.5,3.8,65.7,234.7,966,38.6,20,4,8,0,197
Connaught Place,33.5,25,985.1,1.1,69.8,262.6,952,38.5,21,4,8,0,173
Connaught Place,31.7,24,985.0,4.5,75.0,299.9,862,34.9,22,4,8,0,167
Connaught Place,30.5,27,984.9,4.5,78.9,328.8,765,31.0,23,4,8,0,170
Dwarka,29.9,27,984.5,7.7,104.5,631.4,613,31.9,0,4,8,0,568
Dwarka,28.6,29,984.0,5.5,93.6,519.7,611,28.7,1,4,8,0,580
Dwarka,27.4,31,983.7,5.1,88.9,472.2,610,26.0,2,4,8,0,589
Dwarka,27.2,31,984.0,7.6,85.9,443.3,595,23.9,3,4,8,0,599
Dwarka,26.4,32,984.3,8.5,82.7,411.6,581,22.3,4,4,8,0,608
Dwarka,25.8,32,984.9,9.0,85.4,523.4,595,13.4,5,4,8,0,616
Dwarka,26.1,33,986.5,10.6,89.2,573.7,682,16.6,6,4,8,0,629
Dwarka,27.6,30,987.4,10.3,129.5,972.3,799,20.9,7,4,8,0,645
Dwarka,30.0,26,988.3,9.5,155.1,1169.7,844,22.4,8,4,8,0,672
Dwarka,32.8,21,989.0,10.9,170.9,1408.2,750,18.5,9,4,8,0,700
Dwarka,35.3,18,989.1,10.8,187.2,1620.5,584,11.9,10,4,8,0,734
Dwarka,37.4,15,988.9,11.1,181.6,1628.0,450,6.7,11,4,8,0,765
Dwarka,38.8,14,988.0,9.8,162.1,1493.8,387,4.4,12,4,8,0,787
Dwarka,39.7,13,986.9,7.3,141.1,1333.7,356,3.6,13,4,8,0,799
Dwarka,40.2,12,985.5,6.0,129.5,1225.6,343,4.0,14,4,8,0,806
Dwarka,40.2,12,984.4,5.9,124.3,1173.5,347,5.8,15,4,8,0,814
Dwarka,39.9,12,984.0,6.0,123.4,1151.1,370,8.9,16,4,8,0,827
Dwarka,39.2,13,983.8,5.6,106.9,949.9,405,14.2,17,4,8,0,847
Dwarka,36.8,15,984.1,3.8,142.5,1207.0,459,20.1,18,4,8,0,859
Dwarka,35.2,24,984.4,0.8,170.4,1408.2,525,28.1,19,4,8,0,885
Dwarka,33.5,22,985.1,3.3,175.6,1397.0,582,33.2,20,4,8,0,906
Dwarka,33.0,20,985.5,5.4,171.8,1322.5,628,32.9,21,4,8,0,920
Dwarka,32.0,23,985.6,4.5,171.4,1289.0,665,29.6,22,4,8,0,930
Dwarka,30.8,26,985.5,4.4,156.9,1117.6,671,26.0,23,4,8,0,943
Okhla Phase III,28.4,31,982.4,6.2,104.5,631.4,548,31.9,0,4,8,0,568
Okhla Phase III,26.7,39,982.0,4.6,93.6,519.7,546,28.7,1,4,8,0,580
Okhla Phase III,26.0,37,981.8,4.7,88.9,472.2,567,26.0,2,4,8,0,589
Okhla Phase III,24.8,40,982.0,4.1,85.9,443.3,581,23.9,3,4,8,0,599
Okhla Phase III,24.4,37,982.5,5.8,82.7,411.6,620,22.3,4,4,8,0,608
Okhla Phase III,23.8,37,983.1,6.0,85.4,523.4,672,13.4,5,4,8,0,616
Okhla Phase III,24.3,39,984.7,8.0,89.2,573.7,764,16.6,6,4,8,0,629
Okhla Phase III,25.8,36,985.6,8.9,129.5,972.3,869,20.9,7,4,8,0,645
Okhla Phase III,28.5,31,986.6,7.6,155.1,1169.7,901,22.4,8,4,8,0,672
Okhla Phase III,31.6,25,987.3,8.4,170.9,1408.2,792,18.5,9,4,8,0,700
Okhla Phase III,34.4,20,987.5,9.4,187.2,1620.5,610,11.9,10,4,8,0,734
Okhla Phase III,36.6,18,987.1,9.2,181.6,1628.0,465,6.7,11,4,8,0,765
Okhla Phase III,38.2,15,986.2,8.6,162.1,1493.8,401,4.4,12,4,8,0,787
Okhla Phase III,39.0,14,985.1,7.0,141.1,1333.7,376,3.6,13,4,8,0,799
Okhla Phase III,39.3,14,983.8,4.8,129.5,1225.6,372,4.0,14,4,8,0,806
Okhla Phase III,39.5,14,982.6,3.4,124.3,1173.5,342,5.8,15,4,8,0,814
Okhla Phase III,39.2,14,982.3,0.8,123.4,1151.1,334,8.9,16,4,8,0,827
Okhla Phase III,38.5,15,982.0,2.6,106.9,949.9,473,14.2,17,4,8,0,847
Okhla Phase III,35.2,26,982.2,3.9,142.5,1207.0,945,20.1,18,4,8,0,859
Okhla Phase III,33.7,22,982.5,5.8,170.4,1408.2,1565,28.1,19,4,8,0,885
Okhla Phase III,32.3,24,983.0,5.9,175.6,1397.0,1899,33.2,20,4,8,0,906
Okhla Phase III,31.2,33,983.5,5.0,171.8,1322.5,1676,32.9,21,4,8,0,920
Okhla Phase III,30.8,34,983.5,2.9,171.4,1289.0,1168,29.6,22,4,8,0,930
Okhla Phase III,29.3,37,983.7,2.8,156.9,1117.6,756,26.0,23,4,8,0,943
Rohini,29.2,29,983.4,8.8,77.3,153.7,570,51.2,0,4,8,0,153
Rohini,28.1,31,983.0,7.1,78.2,176.5,545,45.4,1,4,8,0,153
Rohini,27.3,32,982.7,7.2,77.5,197.0,535,40.0,2,4,8,0,153
Rohini,26.6,33,982.8,8.3,75.0,206.3,546,35.7,3,4,8,0,153
Rohini,26.5,32,983.3,9.2,70.3,198.4,573,31.8,4,4,8,0,153
Rohini,26.4,31,983.8,9.5,67.8,318.5,622,17.3,5,4,8,0,153
Rohini,26.4,32,985.4,10.6,65.7,295.2,727,19.7,6,4,8,0,153
Rohini,27.9,29,986.3,10.4,67.3,282.2,855,22.9,7,4,8,0,153
Rohini,30.2,25,987.3,9.4,69.4,288.7,911,23.7,8,4,8,0,153
Rohini,33.0,21,988.0,11.2,75.0,339.0,835,20.0,9,4,8,0,154
Rohini,35.5,17,988.2,11.1,80.8,393.9,688,14.0,10,4,8,0,154
Rohini,37.7,15,987.9,10.9,81.0,428.4,560,9.2,11,4,8,0,154
Rohini,39.0,13,987.0,9.5,75.4,433.1,480,6.7,12,4,8,0,155
Rohini,39.8,13,985.9,7.3,71.0,426.5,420,5.3,13,4,8,0,156
Rohini,40.2,12,984.5,4.6,69.8,434.0,384,5.5,14,4,8,0,159
Rohini,40.4,12,983.3,2.8,70.5,448.9,374,7.4,15,4,8,0,182
Rohini,40.2,12,983.0,4.1,72.4,468.5,388,10.8,16,4,8,0,201
Rohini,39.5,13,982.7,8.7,48.1,224.9,430,14.9,17,4,8,0,207
Rohini,36.9,14,983.1,3.8,51.9,211.4,523,22.2,18,4,8,0,209
Rohini,35.2,16,983.5,6.3,59.6,210.9,644,32.1,19,4,8,0,206
Rohini,33.9,18,984.0,5.3,65.7,234.7,723,38.6,20,4,8,0,197
Rohini,32.7,20,984.6,4.9,69.8,262.6,725,38.5,21,4,8,0,173
Rohini,31.5,23,984.6,7.2,75.0,299.9,685,34.9,22,4,8,0,167
Rohini,30.2,26,984.4,7.4,78.9,328.8,641,31.0,23,4,8,0,170
IGI Airport,29.9,27,982.0,7.7,104.5,631.4,656,31.9,0,4,8,0,568
IGI Airport,28.6,29,981.5,5.5,93.6,519.7,624,28.7,1,4,8,0,580
IGI Airport,27.4,31,981.1,5.1,88.9,472.2,602,26.0,2,4,8,0,589
IGI Airport,27.2,31,981.5,7.6,85.9,443.3,590,23.9,3,4,8,0,599
IGI Airport,26.4,32,981.7,8.5,82.7,411.6,587,22.3,4,4,8,0,608
IGI Airport,25.8,32,982.3,9.0,85.4,523.4,622,13.4,5,4,8,0,616
IGI Airport,26.1,33,983.9,10.6,89.2,573.7,749,16.6,6,4,8,0,629
IGI Airport,27.6,30,984.8,10.3,129.5,972.3,914,20.9,7,4,8,0,645
